frame,bb,face_id,face_detect_conf,tracking_conf,sex_label,sex_decision_function,avg_sex_decision_function,avg_sex_label
325,"(59, 157, 280, 379)",33,0.984,22.259,f,-10.766,-10.925,f
326,"(873, 94, 1011, 232)",29,,27.676,f,-9.960,-9.080,f
326,"(335, 168, 467, 299)",30,,23.019,f,-15.990,-16.847,f
326,"(604, 285, 767, 449)",32,,19.901,m,12.629,11.134,m
326,"(59, 157, 279, 377)",33,,25.909,f,-13.756,-10.925,f
327,"(873, 93, 1011, 231)",29,,27.055,f,-11.129,-9.080,f
327,"(336, 169, 468, 301)",30,,27.477,f,-17.184,-16.847,f
327,"(605, 285, 772, 451)",32,,25.028,m,11.533,11.134,m
327,"(62, 154, 285, 377)",33,,20.056,f,-9.732,-10.925,f
328,"(873, 93, 1011, 231)",29,,25.968,f,-11.756,-9.080,f
328,"(335, 169, 466, 300)",30,,26.498,f,-17.054,-16.847,f
328,"(605, 285, 772, 451)",32,,26.569,m,10.478,11.134,m
328,"(64, 157, 277, 370)",33,,22.464,f,-13.439,-10.925,f
329,"(872, 92, 1011, 230)",29,,25.429,f,-11.558,-9.080,f
329,"(335, 168, 465, 298)",30,,25.237,f,-17.966,-16.847,f
329,"(606, 282, 778, 454)",32,,20.096,m,11.414,11.134,m
329,"(70, 154, 283, 367)",33,,17.756,f,-10.970,-10.925,f
330,"(874, 92, 1009, 227)",29,0.998,24.698,f,-12.513,-9.080,f
330,"(335, 167, 463, 295)",30,0.992,23.721,f,-18.170,-16.847,f
330,"(609, 285, 769, 446)",32,0.861,25.357,m,10.891,11.134,m
331,"(874, 89, 1009, 225)",29,,28.020,f,-12.743,-9.080,f
331,"(334, 164, 466, 296)",30,,27.881,f,-18.609,-16.847,f
331,"(614, 284, 772, 442)",32,,22.256,m,12.574,11.134,m
332,"(874, 87, 1009, 222)",29,,27.017,f,-12.869,-9.080,f
332,"(335, 160, 467, 292)",30,,22.806,f,-19.082,-16.847,f
332,"(610, 281, 771, 442)",32,,27.054,m,12.126,11.134,m
333,"(874, 85, 1009, 221)",29,,26.687,f,-12.985,-9.080,f
333,"(337, 159, 466, 288)",30,,20.222,f,-17.939,-16.847,f
333,"(615, 281, 774, 439)",32,,21.885,m,13.291,11.134,m
334,"(873, 84, 1009, 219)",29,,26.302,f,-13.600,-9.080,f
334,"(338, 157, 465, 284)",30,,19.617,f,-18.306,-16.847,f
334,"(612, 278, 773, 439)",32,,26.531,m,12.382,11.134,m
335,"(872, 81, 1007, 216)",29,0.998,27.012,f,-11.708,-9.080,f
335,"(334, 152, 464, 282)",30,0.998,24.511,f,-18.073,-16.847,f
335,"(610, 272, 778, 440)",32,0.888,19.643,m,11.705,11.134,m
336,"(871, 80, 1006, 215)",29,,27.296,f,-12.723,-9.080,f
336,"(336, 149, 464, 277)",30,,27.564,f,-17.501,-16.847,f
336,"(612, 269, 784, 441)",32,,21.998,m,12.488,11.134,m
337,"(871, 79, 1006, 214)",29,,26.938,f,-11.599,-9.080,f
337,"(335, 147, 464, 276)",30,,27.569,f,-18.463,-16.847,f
337,"(611, 270, 780, 439)",32,,25.251,m,10.758,11.134,m
338,"(870, 78, 1005, 213)",29,,27.502,f,-12.263,-9.080,f
338,"(335, 145, 464, 274)",30,,27.110,f,-18.049,-16.847,f
338,"(612, 268, 785, 441)",32,,20.168,m,12.020,11.134,m
339,"(869, 77, 1004, 212)",29,,27.355,f,-11.027,-9.080,f
339,"(335, 143, 464, 272)",30,,26.491,f,-16.673,-16.847,f
339,"(611, 269, 781, 438)",32,,24.529,m,11.288,11.134,m
340,"(869, 74, 1005, 210)",29,0.999,23.071,f,-9.911,-9.080,f
340,"(336, 141, 464, 269)",30,0.998,19.274,f,-17.029,-16.847,f
340,"(607, 262, 788, 443)",32,0.888,19.330,m,13.055,11.134,m
340,"(15, 138, 208, 330)",34,0.745,,f,-10.614,-10.580,f
341,"(868, 73, 1004, 209)",29,,27.290,f,-9.397,-9.080,f
341,"(339, 140, 465, 266)",30,,22.106,f,-16.165,-16.847,f
341,"(607, 258, 795, 445)",32,,20.471,m,11.957,11.134,m
341,"(3, 135, 195, 328)",34,,17.891,f,-11.323,-10.580,f
342,"(868, 72, 1004, 208)",29,,26.862,f,-9.362,-9.080,f
342,"(337, 138, 465, 266)",30,,27.371,f,-16.513,-16.847,f
342,"(607, 260, 789, 441)",32,,24.972,m,11.243,11.134,m
342,"(-5, 132, 189, 326)",34,,16.251,f,-13.091,-10.580,f
343,"(868, 71, 1004, 207)",29,,26.852,f,-9.410,-9.080,f
343,"(341, 139, 467, 265)",30,,22.781,f,-16.957,-16.847,f
343,"(607, 256, 796, 445)",32,,21.418,m,11.417,11.134,m
343,"(-12, 130, 179, 322)",34,,16.801,f,-9.059,-10.580,f
344,"(868, 71, 1004, 207)",29,,25.629,f,-8.157,-9.080,f
344,"(339, 137, 467, 265)",30,,26.802,f,-17.029,-16.847,f
344,"(608, 259, 790, 441)",32,,24.794,m,10.789,11.134,m
344,"(-25, 125, 166, 317)",34,,12.330,f,-8.814,-10.580,f
345,"(866, 70, 1003, 207)",29,0.998,24.137,f,-12.179,-9.080,f
345,"(339, 134, 471, 266)",30,0.991,17.361,f,-16.989,-16.847,f
345,"(610, 262, 789, 441)",32,0.898,24.688,m,11.548,11.134,m
346,"(868, 67, 1008, 207)",29,,24.008,f,-10.267,-9.080,f
346,"(342, 132, 473, 264)",30,,21.767,f,-16.671,-16.847,f
346,"(610, 258, 795, 444)",32,,21.540,m,11.369,11.134,m
347,"(868, 67, 1006, 205)",29,,27.345,f,-12.099,-9.080,f
347,"(339, 130, 473, 263)",30,,27.741,f,-16.392,-16.847,f
347,"(609, 260, 790, 441)",32,,24.981,m,12.057,11.134,m
348,"(870, 65, 1010, 206)",29,,24.162,f,-11.124,-9.080,f
348,"(341, 128, 475, 262)",30,,21.732,f,-17.784,-16.847,f
348,"(610, 257, 797, 444)",32,,22.260,m,11.370,11.134,m
349,"(870, 65, 1008, 203)",29,,27.190,f,-12.429,-9.080,f
349,"(338, 125, 474, 261)",30,,27.291,f,-17.682,-16.847,f
349,"(610, 260, 791, 441)",32,,24.747,m,11.386,11.134,m
350,"(873, 67, 1006, 201)",29,0.996,23.929,f,-13.051,-9.080,f
350,"(336, 122, 473, 259)",30,0.962,25.104,f,-17.242,-16.847,f
350,"(612, 261, 791, 439)",32,0.947,21.135,m,12.538,11.134,m
351,"(875, 64, 1015, 205)",29,,19.476,f,-11.454,-9.080,f
351,"(339, 120, 476, 257)",30,,22.556,f,-17.971,-16.847,f
351,"(613, 261, 792, 440)",32,,27.840,m,11.886,11.134,m
352,"(876, 65, 1011, 200)",29,,25.831,f,-12.592,-9.080,f
352,"(337, 118, 476, 257)",30,,27.908,f,-17.737,-16.847,f
352,"(614, 262, 793, 441)",32,,27.615,m,10.826,11.134,m
353,"(877, 65, 1011, 200)",29,,27.437,f,-11.342,-9.080,f
353,"(339, 117, 479, 257)",30,,22.314,f,-17.608,-16.847,f
353,"(614, 262, 793, 442)",32,,27.292,m,12.207,11.134,m
354,"(876, 68, 1007, 199)",29,,19.612,f,-11.356,-9.080,f
354,"(337, 117, 477, 257)",30,,27.292,f,-18.365,-16.847,f
354,"(614, 263, 793, 442)",32,,27.057,m,12.324,11.134,m
355,"(877, 66, 1010, 199)",29,0.995,27.374,f,-12.194,-9.080,f
355,"(338, 114, 483, 260)",30,0.951,19.677,f,-18.028,-16.847,f
355,"(613, 262, 794, 443)",32,0.974,27.400,m,12.530,11.134,m
356,"(876, 68, 1006, 198)",29,,19.631,f,-9.804,-9.080,f
356,"(341, 115, 485, 259)",30,,21.836,f,-18.042,-16.847,f
356,"(612, 264, 789, 442)",32,,18.581,m,11.466,11.134,m
357,"(876, 66, 1009, 199)",29,,26.500,f,-9.917,-9.080,f
357,"(337, 115, 480, 258)",30,,18.476,f,-18.375,-16.847,f
357,"(613, 263, 793, 444)",32,,25.697,m,12.076,11.134,m
